x,y,r,building,road,none
1003,1606,50,0.0,0.43,0.57
1154,1460,50,0.0,0.0,1.0
1147,1256,50,0.0,0.11,0.89
1604,1841,50,0.24,0.01,0.75
1302,494,50,0.0,0.0,1.0
1434,1296,50,0.0,0.02,0.98
1558,1055,50,0.0,0.01,0.99
257,1587,50,0.0,0.02,0.98
467,1185,50,0.0,0.08,0.92
184,1117,50,0.0,0.0,1.0
1040,1238,50,0.0,0.81,0.19
491,623,50,0.0,0.01,0.99
1856,839,50,0.0,0.0,1.0
1019,617,50,0.0,0.24,0.76
1723,317,50,0.0,0.01,0.99
905,1936,50,0.0,0.0,1.0
847,523,50,0.0,0.0,1.0
1726,188,50,0.0,0.04,0.96
901,231,50,0.0,1.0,0.0
1156,99,50,0.0,0.0,1.0
193,199,50,0.0,0.03,0.97
1563,1486,50,0.0,0.0,1.0
1704,944,50,0.0,0.41,0.59
1166,1793,50,0.0,0.71,0.29
122,567,50,0.0,0.01,0.99
1670,541,50,0.0,0.0,1.0
1662,648,50,0.0,0.01,0.99
102,1741,50,0.0,0.02,0.98
1036,1446,50,0.0,0.01,0.99
301,656,50,0.0,0.03,0.97
1763,1469,50,0.0,0.22,0.78
271,1398,50,0.0,0.01,0.99
1701,1775,50,0.0,0.04,0.96
964,1631,50,0.0,0.95,0.05
1527,155,50,0.0,0.0,1.0
1531,1030,50,0.0,0.02,0.98
1388,1917,50,0.85,0.03,0.12
1089,1662,50,0.0,0.06,0.94
1781,1639,50,0.0,0.34,0.66
1129,248,50,0.0,0.28,0.72
1569,1842,50,0.63,0.02,0.35
1443,193,50,0.0,0.26,0.74
1226,1206,50,0.0,0.0,1.0
1828,1809,50,0.0,0.32,0.68
1431,2023,50,0.0,0.66,0.34
1185,223,50,0.0,0.02,0.98
1091,2024,50,0.0,0.36,0.64
972,473,50,0.0,1.0,0.0
557,139,50,0.0,0.04,0.96
1611,1413,50,0.0,0.0,1.0
900,1717,50,0.0,0.96,0.04
967,1851,50,0.0,0.07,0.93
1095,590,50,0.0,0.24,0.76
927,720,50,0.0,0.03,0.97
156,1159,50,0.0,0.0,1.0
1415,444,50,0.0,0.57,0.43
170,1414,50,0.0,0.01,0.99
846,1224,50,0.0,1.0,0.0
416,52,50,0.0,0.01,0.99
472,646,50,0.0,0.03,0.97
