x,y,r,building,road,none
209,283,50,0.07,0.83,0.1
343,597,50,0.42,0.28,0.29
88,327,50,0.5,0.16,0.33
440,347,50,0.22,0.12,0.66
409,496,50,0.44,0.17,0.4
264,362,50,0.0,0.85,0.15
207,494,50,0.0,0.71,0.29
203,62,50,0.14,0.75,0.11
282,353,50,0.0,0.69,0.31
329,622,50,0.24,0.34,0.42
326,256,50,0.29,0.5,0.22
353,190,50,0.33,0.29,0.38
375,625,50,0.66,0.24,0.09
189,415,50,0.02,0.74,0.24
281,464,50,0.0,0.71,0.29
284,330,50,0.0,0.64,0.36
277,628,50,0.0,0.72,0.28
389,483,50,0.45,0.23,0.32
266,161,50,0.0,0.8,0.2
239,399,50,0.0,0.97,0.03
133,324,50,0.31,0.23,0.46
174,493,50,0.01,0.48,0.51
259,290,50,0.0,0.91,0.09
368,142,50,0.51,0.28,0.21
152,360,50,0.16,0.45,0.39
222,232,50,0.14,0.82,0.04
257,421,50,0.0,0.93,0.07
284,517,50,0.0,0.61,0.39
155,315,50,0.14,0.46,0.39
377,635,50,0.65,0.23,0.12
217,206,50,0.12,0.78,0.1
335,280,50,0.29,0.38,0.33
389,172,50,0.51,0.21,0.28
238,174,50,0.0,0.92,0.08
206,112,50,0.03,0.81,0.16
303,384,50,0.02,0.61,0.36
167,596,50,0.41,0.28,0.31
391,420,50,0.78,0.13,0.1
201,88,50,0.12,0.79,0.09
222,516,50,0.01,0.87,0.12
73,426,50,0.57,0.27,0.16
129,102,50,0.66,0.18,0.17
268,142,50,0.0,0.87,0.13
102,315,50,0.54,0.24,0.23
285,145,50,0.0,0.79,0.21
422,552,50,0.23,0.12,0.64
260,381,50,0.0,0.93,0.07
75,188,50,0.27,0.15,0.58
189,607,50,0.13,0.53,0.35
223,177,50,0.02,0.92,0.06
430,140,50,0.74,0.09,0.18
401,630,50,0.82,0.15,0.03
378,567,50,0.48,0.22,0.3
347,258,50,0.47,0.37,0.15
192,449,50,0.0,0.69,0.31
221,85,50,0.03,0.95,0.02
110,626,50,0.72,0.16,0.12
313,190,50,0.07,0.51,0.42
187,662,50,0.0,0.45,0.55
208,98,50,0.05,0.87,0.08
145,310,50,0.26,0.43,0.31
297,282,50,0.02,0.72,0.26
342,637,50,0.27,0.33,0.4
455,57,50,0.18,0.11,0.71
157,233,50,0.61,0.27,0.12
315,631,50,0.08,0.48,0.44
62,483,50,0.32,0.36,0.32
282,141,50,0.0,0.82,0.18
141,347,50,0.22,0.38,0.39
368,79,50,0.58,0.21,0.21
346,322,50,0.22,0.33,0.44
138,611,50,0.62,0.19,0.19
196,181,50,0.1,0.73,0.18
95,474,50,0.46,0.36,0.17
147,166,50,0.19,0.36,0.45
311,246,50,0.15,0.64,0.21
435,395,50,0.47,0.05,0.48
139,476,50,0.25,0.4,0.35
427,618,50,0.63,0.13,0.25
449,323,50,0.28,0.16,0.57
455,571,50,0.18,0.11,0.71
344,69,50,0.34,0.32,0.34
362,639,50,0.45,0.32,0.24
51,256,50,0.35,0.2,0.44
199,543,50,0.17,0.69,0.13
154,270,50,0.48,0.43,0.09
382,414,50,0.68,0.19,0.13
228,150,50,0.0,0.94,0.06
106,524,50,0.36,0.34,0.29
308,84,50,0.11,0.64,0.25
371,409,50,0.58,0.26,0.16
181,567,50,0.32,0.5,0.18
63,112,50,0.5,0.31,0.19
61,557,50,0.24,0.25,0.51
172,424,50,0.12,0.66,0.22
85,556,50,0.43,0.29,0.29
57,491,50,0.23,0.42,0.36
244,622,50,0.0,0.93,0.07
182,630,50,0.06,0.53,0.41
264,353,50,0.0,0.89,0.11
180,186,50,0.18,0.6,0.22
384,581,50,0.58,0.27,0.15
406,100,50,0.78,0.14,0.08
137,388,50,0.39,0.42,0.19
252,216,50,0.01,0.93,0.06
428,149,50,0.66,0.13,0.21
138,126,50,0.46,0.31,0.23
257,645,50,0.0,0.85,0.15
221,88,50,0.02,0.95,0.02
425,243,50,0.63,0.12,0.25
136,521,50,0.31,0.43,0.26
416,602,50,0.63,0.21,0.17
67,54,50,0.4,0.21,0.39
132,91,50,0.64,0.27,0.09
201,522,50,0.07,0.79,0.14
398,297,50,0.75,0.17,0.07
388,557,50,0.35,0.28,0.37
313,629,50,0.06,0.57,0.36
418,661,50,0.51,0.17,0.31
437,74,50,0.44,0.13,0.43
55,205,50,0.17,0.19,0.64
337,307,50,0.22,0.44,0.34
387,236,50,0.73,0.17,0.1
103,563,50,0.58,0.32,0.1
358,499,50,0.12,0.36,0.52
51,100,50,0.37,0.37,0.27
53,576,50,0.23,0.3,0.47
160,124,50,0.24,0.53,0.23
236,424,50,0.0,0.94,0.06
133,98,50,0.58,0.32,0.1
182,152,50,0.0,0.75,0.25
94,653,50,0.4,0.27,0.32
386,202,50,0.46,0.29,0.25
