x,y,r,building,road,none
368,649,50,0.4279496,0.23642156,0.33562884
143,80,50,0.4513971,0.24281275,0.30579022
164,273,50,0.47553772,0.22544734,0.299015
443,142,50,0.43912318,0.23029128,0.33058554
227,390,50,0.4699148,0.24582754,0.28425765
248,415,50,0.48183376,0.23882031,0.279346
351,364,50,0.43958262,0.23037367,0.33004376
336,373,50,0.44119462,0.2426716,0.3161338
416,657,50,0.45635995,0.22271483,0.32092524
447,202,50,0.4524304,0.2291725,0.31839707
307,431,50,0.45989847,0.2398553,0.30024624
186,600,50,0.45315143,0.23343086,0.3134177
289,644,50,0.43847728,0.25767463,0.30384806
57,79,50,0.4461112,0.25347918,0.30040964
79,418,50,0.45474795,0.25512603,0.29012612
298,594,50,0.4519173,0.24214646,0.30593625
380,166,50,0.4434186,0.22104195,0.33553946
177,351,50,0.46667245,0.2312083,0.30211928
107,382,50,0.46096465,0.23256776,0.30646762
291,182,50,0.45260254,0.23280528,0.31459215
116,122,50,0.4555007,0.22563818,0.3188611
283,465,50,0.4552351,0.23216167,0.3126032
189,176,50,0.45625183,0.2373065,0.30644166
263,488,50,0.43971562,0.2518889,0.3083955
198,346,50,0.4659703,0.23338513,0.30064458
405,310,50,0.4545062,0.23872034,0.30677342
63,204,50,0.46462327,0.24266794,0.29270867
54,251,50,0.4517801,0.22495775,0.32326216
377,426,50,0.4339519,0.23945607,0.326592
97,449,50,0.48464411,0.23304838,0.28230748
119,391,50,0.44446167,0.23493488,0.32060337
169,434,50,0.4494593,0.23415537,0.31638524
122,147,50,0.4584789,0.23734571,0.30417535
357,133,50,0.4495791,0.23875389,0.311667
187,664,50,0.4392935,0.27025333,0.29045323
128,585,50,0.46424726,0.2196764,0.3160764
318,415,50,0.455026,0.23536763,0.30960634
185,461,50,0.45969468,0.25341097,0.2868944
154,191,50,0.46196312,0.22796287,0.310074
159,128,50,0.46859455,0.22553702,0.30586845
246,187,50,0.46602726,0.23572418,0.29824865
346,356,50,0.4327434,0.23818322,0.32907334
348,424,50,0.45601293,0.2286067,0.3153803
281,598,50,0.45015925,0.23813725,0.31170344
389,224,50,0.4561521,0.24875122,0.29509667
360,644,50,0.4548304,0.25225297,0.29291666
372,534,50,0.44379056,0.24215476,0.31405473
307,319,50,0.46868843,0.2330308,0.29828078
76,254,50,0.4529895,0.21503955,0.331971
416,59,50,0.4322694,0.24888748,0.31884304
119,211,50,0.44731876,0.23041005,0.32227126
107,474,50,0.47739646,0.22051592,0.30208763
78,364,50,0.48077613,0.22542648,0.2937973
188,261,50,0.4506612,0.22983928,0.31949955
403,210,50,0.44721082,0.21801494,0.33477423
178,100,50,0.47918254,0.23153394,0.28928345
282,443,50,0.46207675,0.24560814,0.29231504
351,449,50,0.43982154,0.23367506,0.3265034
276,554,50,0.46413165,0.24911332,0.28675506
378,628,50,0.46231446,0.227094,0.31059155
67,64,50,0.4505812,0.23495448,0.31446433
446,548,50,0.45300832,0.24119376,0.30579787
174,337,50,0.43361822,0.24870697,0.31767476
153,627,50,0.46734995,0.23206876,0.3005813
214,230,50,0.4671121,0.24845825,0.28442967
78,179,50,0.46654102,0.23177685,0.3016822
310,533,50,0.43627325,0.24174742,0.32197925
329,271,50,0.46935052,0.23191458,0.29873493
312,358,50,0.4450957,0.23975067,0.31515366
201,479,50,0.4329273,0.24514055,0.3219321
186,161,50,0.46276787,0.24836402,0.2888681
275,538,50,0.43936378,0.24158671,0.3190496
190,308,50,0.45739147,0.24995093,0.2926576
152,376,50,0.45532757,0.22588286,0.31878954
214,529,50,0.4528876,0.24091096,0.3062014
419,130,50,0.44834918,0.2212102,0.33044055
330,636,50,0.45296904,0.25453046,0.2925004
382,613,50,0.4492858,0.22503385,0.3256803
264,300,50,0.4620518,0.24910831,0.2888399
374,571,50,0.42026284,0.2382128,0.34152433
170,560,50,0.477343,0.24101104,0.28164592
307,423,50,0.4490598,0.24502732,0.30591282
84,415,50,0.47545287,0.24307276,0.28147432
75,664,50,0.44398442,0.21185371,0.34416184
115,134,50,0.4570638,0.22576268,0.3171735
108,319,50,0.4808086,0.21205908,0.30713233
261,261,50,0.45548454,0.23497161,0.30954376
290,63,50,0.42203805,0.26101106,0.31695092
304,601,50,0.43858862,0.23882666,0.32258478
299,50,50,0.42634034,0.25792816,0.31573147
226,635,50,0.44290233,0.24816366,0.308934
367,502,50,0.43783626,0.23802575,0.32413805
169,283,50,0.45140874,0.22837034,0.3202209
310,400,50,0.44655257,0.23827426,0.31517312
161,575,50,0.4468071,0.23040543,0.32278746
169,175,50,0.42964143,0.23491101,0.33544755
397,541,50,0.44934958,0.23218854,0.31846187
297,434,50,0.45755208,0.23588116,0.3065668
229,562,50,0.4782046,0.24767445,0.27412096
312,159,50,0.46764538,0.22909684,0.3032577
76,221,50,0.43149814,0.2570402,0.31146163
285,160,50,0.45986298,0.24145132,0.29868567
52,416,50,0.46400565,0.22906655,0.3069278
111,401,50,0.45539594,0.234947,0.30965707
124,130,50,0.45173398,0.2317697,0.31649637
377,452,50,0.45283917,0.22152351,0.32563734
282,317,50,0.45921132,0.2342172,0.30657148
246,149,50,0.45636424,0.2534776,0.29015812
333,462,50,0.44711956,0.2403864,0.31249395
91,230,50,0.43234193,0.24953777,0.31812036
330,454,50,0.4408713,0.2506316,0.3084971
77,323,50,0.4860948,0.21783416,0.296071
202,659,50,0.43428665,0.25249705,0.3132163
374,369,50,0.43744805,0.24016562,0.3223863
105,142,50,0.45784047,0.22778061,0.31437892
315,557,50,0.47586018,0.23735264,0.2867872
305,313,50,0.4642526,0.23196761,0.30377975
160,448,50,0.4421365,0.24277198,0.3150915
240,123,50,0.45874804,0.24746129,0.29379058
141,257,50,0.45086372,0.23181412,0.3173222
209,160,50,0.4371821,0.24762788,0.31519005
308,433,50,0.44708073,0.24375139,0.3091678
162,241,50,0.45275366,0.24248461,0.30476177
203,338,50,0.4525938,0.24125181,0.30615437
138,659,50,0.48312625,0.22263856,0.29423523
219,451,50,0.4641131,0.2359893,0.2998977
153,260,50,0.45679125,0.22438416,0.31882456
154,574,50,0.4464415,0.2260143,0.3275442
128,629,50,0.47042033,0.23366292,0.2959167
90,493,50,0.4700853,0.21728137,0.31263337
339,112,50,0.44293472,0.24184899,0.3152162
64,59,50,0.4376852,0.2203807,0.34193414
380,363,50,0.42608032,0.23847736,0.33544236
191,378,50,0.43662503,0.262833,0.30054194
165,540,50,0.44638434,0.23761131,0.31600434
330,323,50,0.4532358,0.23489912,0.31186503
56,303,50,0.4868335,0.21635602,0.29681042
94,235,50,0.42928776,0.24622393,0.32448837
426,543,50,0.4462508,0.23404455,0.31970468
227,525,50,0.44913465,0.2405119,0.31035346
143,136,50,0.4484277,0.2430394,0.30853283
56,250,50,0.45961842,0.22972603,0.31065547
447,268,50,0.4537755,0.24227773,0.30394673
309,476,50,0.44052377,0.24071823,0.31875795
75,486,50,0.45956615,0.22946018,0.31097364
185,560,50,0.45466068,0.2520199,0.29331937
302,273,50,0.45830083,0.23677258,0.3049266
71,355,50,0.44307604,0.23346572,0.3234582
319,255,50,0.4543794,0.24324775,0.3023729
317,533,50,0.4482567,0.23242258,0.31932074
242,577,50,0.45424914,0.24572651,0.30002436
234,538,50,0.44809735,0.23983711,0.31206548
77,107,50,0.46797764,0.24155444,0.29046783
255,588,50,0.44577816,0.24434148,0.30988035
204,450,50,0.43188012,0.24063058,0.32748932
220,142,50,0.44899112,0.25141847,0.29959038
86,494,50,0.46186006,0.22260739,0.31553257
195,562,50,0.456536,0.25249416,0.29096985
230,316,50,0.44319382,0.24862906,0.3081771
294,304,50,0.4473221,0.23844571,0.31423223
433,507,50,0.4324411,0.2397082,0.32785073
401,267,50,0.45629573,0.23480172,0.3089025
