x,y,r,building,road,none
1197,831,50,0.5109897,0.21862422,0.270386
1182,1055,50,0.45523965,0.26284766,0.28191277
1289,519,50,0.4627441,0.25428492,0.28297105
781,615,50,0.47097197,0.23522374,0.29380426
480,687,50,0.49525562,0.22413906,0.28060532
551,1835,50,0.5234337,0.2079282,0.2686381
815,1503,50,0.5034408,0.2290596,0.26749957
163,878,50,0.49952635,0.22849195,0.27198172
1875,1750,50,0.48801965,0.24308552,0.26889485
874,1024,50,0.47022864,0.26304823,0.2667232
223,421,50,0.51066226,0.20304824,0.28628954
500,420,50,0.47047707,0.25438341,0.2751396
523,1956,50,0.48894998,0.2520942,0.25895575
388,204,50,0.45638195,0.2666157,0.27700233
1523,2045,50,0.46174967,0.2712161,0.26703423
931,1960,50,0.48022452,0.25589412,0.26388142
113,1245,50,0.43795153,0.29186267,0.2701858
437,1570,50,0.5056047,0.23415776,0.26023751
1078,898,50,0.43795153,0.29186267,0.2701858
1663,1003,50,0.47297806,0.27810594,0.24891603
1098,570,50,0.5165887,0.2391451,0.24426614
1862,441,50,0.491702,0.22889741,0.2794006
1018,872,50,0.47630578,0.25916576,0.26452842
1637,205,50,0.48676577,0.25260603,0.26062816
750,2033,50,0.47500142,0.2553391,0.2696595
135,1689,50,0.43795153,0.29186267,0.2701858
356,1567,50,0.5189928,0.20773341,0.27327383
482,245,50,0.5170293,0.21261095,0.27035972
1128,1614,50,0.4526208,0.2636298,0.2837493
1445,304,50,0.4923789,0.23403841,0.27358276
1597,1593,50,0.45676312,0.24551019,0.29772666
1192,788,50,0.4984991,0.23610401,0.26539698
1350,64,50,0.527028,0.2238709,0.24910101
1112,1033,50,0.50317395,0.22191754,0.27490857
1667,1371,50,0.4465221,0.2815575,0.27192035
774,1710,50,0.51407206,0.23141263,0.25451538
521,852,50,0.43795153,0.29186267,0.2701858
234,360,50,0.50590736,0.22072963,0.27336305
1801,279,50,0.45398015,0.27937222,0.26664764
758,1742,50,0.50197256,0.20879625,0.28923124
1141,1898,50,0.47078553,0.25202432,0.2771902
1531,388,50,0.49549714,0.23009267,0.27441016
584,1797,50,0.47839856,0.22228651,0.29931495
207,1087,50,0.48916805,0.24929939,0.26153252
1846,738,50,0.48716357,0.24963227,0.2632041
1129,1771,50,0.49295017,0.21423614,0.29281372
1269,1200,50,0.4635175,0.26687193,0.26961058
1119,684,50,0.48483527,0.25413373,0.26103103
491,1201,50,0.45487893,0.27542385,0.26969722
185,403,50,0.4929592,0.23236333,0.2746774
675,455,50,0.4649811,0.26926398,0.26575494
1416,555,50,0.4728814,0.25422788,0.27289075
613,880,50,0.46923494,0.2640037,0.26676133
1350,2045,50,0.5039962,0.2126588,0.28334504
1340,1605,50,0.48681754,0.24908328,0.26409918
987,1468,50,0.45953593,0.26242402,0.27804005
887,672,50,0.5125571,0.19908561,0.2883573
1653,1540,50,0.5121472,0.23232442,0.25552842
1458,1962,50,0.4530581,0.25516424,0.29177764
1467,842,50,0.47859344,0.24901488,0.27239168
425,2006,50,0.48979864,0.24352644,0.26667494
1774,1837,50,0.47656533,0.25391915,0.26951542
229,159,50,0.47130677,0.28066438,0.24802881
1393,1258,50,0.43795153,0.29186267,0.2701858
1590,1503,50,0.48445025,0.2242413,0.29130846
411,666,50,0.5038832,0.21487667,0.28124017
1150,687,50,0.5084852,0.22839804,0.26311675
956,75,50,0.48205554,0.2584796,0.25946486
639,854,50,0.5018418,0.24014936,0.2580088
539,1532,50,0.5224496,0.20871164,0.2688387
1315,2006,50,0.45975617,0.2239885,0.31625533
1721,172,50,0.46684173,0.262481,0.27067724
282,1374,50,0.48242858,0.23961546,0.277956
1799,1966,50,0.43795153,0.29186267,0.2701858
255,1721,50,0.50089526,0.24194144,0.2571633
310,1023,50,0.43795153,0.29186267,0.2701858
253,1998,50,0.45980424,0.27087313,0.2693226
146,556,50,0.5043108,0.22559625,0.27009293
1813,724,50,0.49046412,0.23417126,0.27536467
731,1962,50,0.46075466,0.2629148,0.2763305
416,589,50,0.49035552,0.24440987,0.26523456
1236,482,50,0.5102312,0.20310679,0.28666204
1388,907,50,0.48756072,0.26120895,0.25123033
1533,406,50,0.5121519,0.21620218,0.27164593
1499,1738,50,0.4972765,0.22864911,0.27407438
1377,1620,50,0.49970388,0.22553422,0.27476197
107,282,50,0.49818882,0.24430312,0.2575081
1282,159,50,0.47315615,0.23475607,0.29208776
407,232,50,0.49945527,0.23311496,0.2674297
1156,1633,50,0.4564812,0.2438285,0.29969025
149,1806,50,0.47167942,0.26052812,0.26779252
1129,1766,50,0.48741403,0.21066627,0.3019197
924,107,50,0.49440563,0.23304312,0.27255127
634,1513,50,0.50631255,0.22200722,0.2716802
1645,967,50,0.46309212,0.2577503,0.2791576
483,668,50,0.5101522,0.2215745,0.26827323
1515,229,50,0.43914565,0.28733528,0.27351898
988,1978,50,0.51695544,0.23840831,0.24463622
142,236,50,0.48577896,0.23703061,0.2771904
802,1522,50,0.49692348,0.22616789,0.2769086
1492,1711,50,0.49907932,0.23323086,0.2676898
163,674,50,0.44898176,0.2893896,0.2616286
1237,1589,50,0.5001224,0.23070455,0.26917315
1857,619,50,0.48010293,0.24469575,0.27520135
957,1010,50,0.50287104,0.2322763,0.26485267
1161,532,50,0.49277678,0.21110845,0.2961149
780,2002,50,0.50300264,0.21986839,0.2771289
1429,107,50,0.5208234,0.20041096,0.2787656
792,1762,50,0.5097009,0.20401199,0.28628707
599,1005,50,0.43795153,0.29186267,0.2701858
1054,856,50,0.51170343,0.23022424,0.25807238
928,1872,50,0.45233232,0.27882642,0.26884127
264,910,50,0.46447337,0.27353957,0.261987
1282,896,50,0.49445271,0.2165589,0.28898832
589,346,50,0.45967156,0.2657298,0.27459863
1272,1717,50,0.52008754,0.23129536,0.24861716
137,313,50,0.5221299,0.21980666,0.2580635
1845,340,50,0.49428722,0.22104384,0.28466892
431,875,50,0.47267583,0.25103155,0.27629262
987,1538,50,0.47901624,0.2332486,0.2877352
94,401,50,0.5135833,0.20778392,0.2786327
774,1538,50,0.4873399,0.23276769,0.27989239
162,1175,50,0.5091416,0.22501259,0.26584578
651,1178,50,0.48061666,0.24301386,0.27636945
341,1957,50,0.5070885,0.21811208,0.27479935
455,768,50,0.51543444,0.19896363,0.28560194
1398,1073,50,0.46216658,0.2506666,0.28716683
152,1823,50,0.49983364,0.23003761,0.27012882
869,1435,50,0.4826628,0.2553945,0.26194268
1877,1072,50,0.4415055,0.29370496,0.26478952
1674,1939,50,0.4882889,0.247679,0.26403216
1773,1944,50,0.49429253,0.23428999,0.27141747
1041,1778,50,0.4998147,0.21986222,0.28032306
248,1894,50,0.43258756,0.29156822,0.27584428
235,344,50,0.51530033,0.19150032,0.2931994
1183,529,50,0.5262281,0.1881041,0.28566778
1429,1334,50,0.46756396,0.2598158,0.27262017
1414,198,50,0.5102441,0.2134106,0.2763454
1151,67,50,0.48960534,0.23256354,0.27783108
981,2050,50,0.50267065,0.2149147,0.28241467
365,956,50,0.46747637,0.26785737,0.26466626
1275,688,50,0.47888857,0.25734156,0.2637698
1839,1670,50,0.53765243,0.21362853,0.24871898
1271,1528,50,0.51714575,0.24731286,0.23554137
1093,474,50,0.5029523,0.23934065,0.2577071
1799,1116,50,0.5113918,0.20877232,0.27983585
634,991,50,0.5009369,0.2330928,0.26597023
989,285,50,0.5091789,0.23465508,0.25616604
609,1075,50,0.47364473,0.253122,0.27323326
859,1862,50,0.45752528,0.25612977,0.28634492
95,1858,50,0.49054214,0.22859414,0.28086376
62,1962,50,0.4638188,0.2705535,0.26562768
624,969,50,0.49287018,0.23024514,0.2768847
1517,384,50,0.46095884,0.23028196,0.3087592
796,145,50,0.45300838,0.2646351,0.2823566
147,568,50,0.4981612,0.22114697,0.2806919
1747,462,50,0.5021092,0.21921647,0.2786744
143,1319,50,0.49736235,0.24561018,0.25702748
1763,220,50,0.5237698,0.2034037,0.2728265
595,583,50,0.46231318,0.2710488,0.26663798
1690,749,50,0.46301293,0.27186736,0.26511976
96,500,50,0.48186436,0.25115865,0.26697698
1744,610,50,0.47642058,0.23888083,0.28469864
264,1762,50,0.51423585,0.21713704,0.26862717
1860,701,50,0.5050016,0.20111498,0.2938834
1552,1541,50,0.5410896,0.20372857,0.2551819
1763,117,50,0.48886862,0.25262403,0.25850734
129,1409,50,0.47811058,0.25006407,0.2718253
740,1992,50,0.5162274,0.22351651,0.26025608
594,1812,50,0.5051224,0.18445432,0.3104233
1601,999,50,0.48418713,0.23010929,0.28570354
1224,1001,50,0.49726146,0.21018003,0.29255846
1580,1711,50,0.50275326,0.2068821,0.29036465
728,868,50,0.48776478,0.2449904,0.26724476
76,370,50,0.5131229,0.2210096,0.26586756
86,1612,50,0.43984523,0.29105783,0.26909694
682,726,50,0.48438093,0.24478467,0.27083433
968,374,50,0.48547697,0.24362338,0.27089962
523,1246,50,0.4985135,0.23192269,0.26956388
1753,364,50,0.48123112,0.23811473,0.2806542
616,309,50,0.5018845,0.23346552,0.26464996
1336,1235,50,0.51549834,0.22081873,0.2636829
1789,2037,50,0.48323712,0.23251057,0.28425232
957,1636,50,0.49622875,0.23249088,0.27128038
1093,517,50,0.5111684,0.20985495,0.2789766
207,444,50,0.48519713,0.20978136,0.30502146
934,1031,50,0.481414,0.22552535,0.29306066
1500,1740,50,0.5098073,0.21759294,0.27259982
264,744,50,0.4325356,0.27945706,0.2880074
200,480,50,0.47889125,0.2365201,0.2845887
1748,881,50,0.43803918,0.28578353,0.27617726
1592,1391,50,0.47086304,0.2587527,0.2703842
1366,620,50,0.473078,0.24445595,0.28246602
1080,78,50,0.47753283,0.21398951,0.3084777
1805,1053,50,0.49653646,0.21914367,0.2843199
595,1599,50,0.49766818,0.22610275,0.27622908
1172,906,50,0.48915413,0.21929064,0.29155517
228,181,50,0.5219227,0.2097647,0.2683126
557,1902,50,0.507799,0.21974139,0.27245966
1285,546,50,0.49478555,0.21278054,0.2924339
643,99,50,0.502955,0.23840083,0.25864407
1483,1351,50,0.49884588,0.2342444,0.26690975
808,1741,50,0.5170179,0.21127252,0.27170962
747,2017,50,0.47214612,0.22972871,0.29812515
1154,1911,50,0.49655032,0.2114489,0.2920007
1559,874,50,0.49108163,0.2358723,0.2730461
1118,1470,50,0.45825174,0.26933637,0.27241188
1071,767,50,0.47725868,0.2432416,0.27949977
566,1900,50,0.5173657,0.19913806,0.2834962
998,1259,50,0.49691907,0.27085757,0.23222339
1097,1344,50,0.43795153,0.29186267,0.2701858
667,1830,50,0.46667573,0.23221546,0.3011088
396,256,50,0.51790154,0.20800021,0.27409822
1847,980,50,0.50024843,0.24014047,0.25961104
1531,1514,50,0.4997243,0.23252134,0.2677544
520,1085,50,0.46991053,0.26172093,0.26836854
133,119,50,0.46506628,0.25859246,0.27634126
707,1184,50,0.49342668,0.22594456,0.2806287
1110,1035,50,0.519565,0.17128296,0.30915213
891,103,50,0.4873917,0.2265012,0.28610706
