x,y,r,building,road,none
61,631,50,0.34,0.31,0.35
353,156,50,0.27,0.19,0.54
393,565,50,0.55,0.17,0.29
162,460,50,0.08,0.27,0.65
245,491,50,0.0,0.76,0.24
364,202,50,0.47,0.1,0.42
249,118,50,0.0,0.91,0.09
254,593,50,0.0,0.93,0.07
431,329,50,0.41,0.16,0.43
396,172,50,0.49,0.12,0.39
86,218,50,0.51,0.1,0.39
401,490,50,0.55,0.15,0.3
200,77,50,0.19,0.73,0.08
290,450,50,0.0,0.44,0.56
92,643,50,0.51,0.29,0.21
428,152,50,0.62,0.09,0.29
399,604,50,0.85,0.12,0.03
383,339,50,0.4,0.25,0.35
125,314,50,0.4,0.14,0.46
71,275,50,0.65,0.2,0.15
447,84,50,0.45,0.05,0.5
429,408,50,0.69,0.06,0.25
118,59,50,0.77,0.05,0.18
382,69,50,0.59,0.11,0.3
89,633,50,0.56,0.32,0.12
396,188,50,0.48,0.13,0.4
437,611,50,0.52,0.09,0.39
415,165,50,0.55,0.15,0.3
218,105,50,0.01,0.91,0.08
234,158,50,0.0,0.84,0.16
109,73,50,0.87,0.11,0.03
315,604,50,0.13,0.51,0.35
73,151,50,0.36,0.19,0.45
238,111,50,0.0,0.94,0.06
284,408,50,0.0,0.64,0.36
264,619,50,0.0,0.8,0.2
279,340,50,0.0,0.72,0.28
333,123,50,0.25,0.41,0.34
398,87,50,0.75,0.1,0.15
327,654,50,0.07,0.2,0.72
102,631,50,0.61,0.26,0.13
172,97,50,0.31,0.46,0.23
68,311,50,0.49,0.2,0.31
422,421,50,0.83,0.06,0.12
272,66,50,0.0,0.78,0.22
242,642,50,0.0,0.8,0.2
228,444,50,0.0,0.85,0.15
450,248,50,0.37,0.08,0.55
154,603,50,0.5,0.26,0.24
78,320,50,0.48,0.2,0.32
112,384,50,0.6,0.12,0.29
415,551,50,0.31,0.2,0.49
372,383,50,0.42,0.28,0.29
59,314,50,0.4,0.22,0.37
146,205,50,0.53,0.16,0.31
349,278,50,0.52,0.27,0.22
173,418,50,0.15,0.56,0.29
123,275,50,0.69,0.14,0.17
106,79,50,0.83,0.16,0.01
450,548,50,0.08,0.12,0.8
275,273,50,0.0,0.87,0.13
385,444,50,0.73,0.15,0.13
443,358,50,0.21,0.21,0.58
421,509,50,0.42,0.22,0.36
193,270,50,0.22,0.6,0.18
148,196,50,0.42,0.2,0.38
116,648,50,0.44,0.22,0.35
380,658,50,0.51,0.18,0.31
131,379,50,0.45,0.19,0.36
335,351,50,0.04,0.53,0.43
258,379,50,0.0,0.91,0.09
57,54,50,0.32,0.23,0.46
100,106,50,0.72,0.21,0.07
413,448,50,0.91,0.06,0.03
413,535,50,0.24,0.35,0.41
415,158,50,0.59,0.16,0.25
69,460,50,0.47,0.33,0.2
416,578,50,0.54,0.22,0.24
145,50,50,0.54,0.15,0.32
422,118,50,0.84,0.11,0.04
350,178,50,0.29,0.31,0.41
392,140,50,0.64,0.25,0.11
206,255,50,0.21,0.72,0.07
203,543,50,0.16,0.7,0.14
352,99,50,0.5,0.37,0.13
454,183,50,0.18,0.09,0.73
361,596,50,0.54,0.34,0.12
344,594,50,0.39,0.44,0.17
130,88,50,0.66,0.23,0.11
222,284,50,0.02,0.88,0.1
237,657,50,0.0,0.77,0.23
304,394,50,0.04,0.58,0.38
393,60,50,0.47,0.16,0.37
450,606,50,0.36,0.11,0.53
95,658,50,0.34,0.31,0.35
198,536,50,0.16,0.67,0.16
183,239,50,0.42,0.51,0.07
131,217,50,0.64,0.18,0.18
126,213,50,0.58,0.2,0.21
302,335,50,0.0,0.59,0.41
370,414,50,0.58,0.25,0.16
109,190,50,0.37,0.22,0.42
354,642,50,0.33,0.28,0.39
95,119,50,0.6,0.26,0.14
365,333,50,0.33,0.4,0.28
133,272,50,0.59,0.22,0.19
57,484,50,0.26,0.27,0.47
313,224,50,0.19,0.52,0.29
295,151,50,0.0,0.64,0.36
82,281,50,0.65,0.29,0.06
395,182,50,0.48,0.24,0.28
439,626,50,0.51,0.13,0.37
119,322,50,0.34,0.2,0.45
352,659,50,0.24,0.23,0.53
164,179,50,0.18,0.33,0.49
206,102,50,0.06,0.84,0.09
61,326,50,0.32,0.26,0.41
451,203,50,0.22,0.11,0.67
274,212,50,0.0,0.84,0.16
233,155,50,0.0,0.89,0.11
251,305,50,0.0,0.9,0.1
182,561,50,0.31,0.57,0.12
130,307,50,0.34,0.29,0.37
160,389,50,0.26,0.44,0.3
405,172,50,0.48,0.29,0.23
368,374,50,0.34,0.43,0.23
218,569,50,0.1,0.86,0.04
155,318,50,0.1,0.38,0.53
154,490,50,0.03,0.28,0.69
101,124,50,0.57,0.25,0.18
309,196,50,0.07,0.58,0.35
252,443,50,0.0,0.84,0.16
120,153,50,0.33,0.24,0.43
454,593,50,0.28,0.17,0.54
82,278,50,0.59,0.36,0.05
222,378,50,0.0,0.93,0.07
123,155,50,0.29,0.27,0.43
172,284,50,0.2,0.56,0.24
213,124,50,0.0,0.87,0.13
77,345,50,0.3,0.31,0.39
291,382,50,0.0,0.78,0.22
198,387,50,0.0,0.8,0.2
331,298,50,0.23,0.49,0.28
342,182,50,0.23,0.48,0.29
216,135,50,0.0,0.87,0.13
241,490,50,0.0,0.79,0.21
239,634,50,0.0,0.87,0.13
402,645,50,0.67,0.21,0.12
271,495,50,0.0,0.63,0.37
299,167,50,0.0,0.7,0.3
326,260,50,0.32,0.48,0.2
101,365,50,0.44,0.25,0.31
231,105,50,0.0,0.96,0.04
377,394,50,0.54,0.32,0.14
450,377,50,0.23,0.19,0.58
349,50,50,0.29,0.25,0.46
393,57,50,0.46,0.2,0.34
79,373,50,0.4,0.28,0.32
318,620,50,0.11,0.59,0.3
150,110,50,0.37,0.47,0.16
53,484,50,0.23,0.3,0.48
353,339,50,0.16,0.55,0.28
455,405,50,0.42,0.12,0.46
247,524,50,0.0,0.88,0.12
403,188,50,0.46,0.29,0.26
382,398,50,0.56,0.34,0.1
407,159,50,0.52,0.36,0.12
455,354,50,0.13,0.24,0.63
337,93,50,0.34,0.51,0.15
92,170,50,0.34,0.31,0.36
375,310,50,0.57,0.34,0.1
397,452,50,0.75,0.15,0.09
398,109,50,0.77,0.2,0.03
111,194,50,0.41,0.33,0.26
205,255,50,0.2,0.77,0.03
298,438,50,0.01,0.54,0.45
240,260,50,0.02,0.97,0.02
