x,y,r,building,road,none
1533,777,50,0.0,1.0,0.0
564,1592,50,0.82,0.08,0.11
1804,1838,50,0.0,0.42,0.58
1515,473,50,0.0,0.69,0.31
453,2031,50,0.0,0.0,1.0
1018,1223,50,0.0,0.96,0.04
843,572,50,0.0,0.01,0.99
160,1677,50,0.0,0.01,0.99
856,1104,50,0.0,0.35,0.65
105,2012,50,0.0,0.01,0.99
1213,1927,50,0.0,0.19,0.81
1023,663,50,0.0,0.0,1.0
1710,1722,50,0.0,0.03,0.97
1212,413,50,0.0,0.14,0.86
1632,200,50,0.0,0.0,1.0
706,1653,50,0.85,0.15,0.0
1152,618,50,0.0,0.01,0.99
131,1765,50,0.0,0.0,1.0
543,1331,50,0.66,0.33,0.0
968,747,50,0.0,0.01,0.99
711,355,50,0.0,0.01,0.99
224,1949,50,0.0,0.01,0.99
411,78,50,0.0,0.0,1.0
829,1586,50,0.0,1.0,0.0
230,52,50,0.0,0.0,1.0
961,615,50,0.0,0.26,0.74
327,1406,50,0.0,0.0,1.0
141,914,50,0.0,0.0,1.0
1042,1104,50,0.0,0.55,0.45
1430,1644,50,0.99,0.01,0.0
857,1858,50,0.0,0.0,1.0
264,902,50,0.0,0.0,1.0
1839,1549,50,0.0,0.63,0.37
126,2005,50,0.0,0.01,0.99
655,286,50,0.0,0.01,0.99
1359,677,50,0.0,0.0,1.0
777,318,50,0.0,0.08,0.92
1735,1023,50,0.0,0.5,0.5
1282,129,50,0.0,0.51,0.49
1010,832,50,0.0,0.01,0.99
463,726,50,0.0,0.01,0.99
911,1974,50,0.0,0.02,0.98
59,71,50,0.0,0.01,0.99
1266,1164,50,0.0,0.01,0.99
803,751,50,0.0,0.01,0.99
74,1133,50,0.0,0.0,1.0
1438,1711,50,1.0,0.0,0.0
843,529,50,0.0,0.01,0.99
190,1014,50,0.0,0.01,0.99
1217,1272,50,0.0,0.0,1.0
241,425,50,0.0,0.01,0.99
1487,1641,50,0.49,0.02,0.49
759,1667,50,0.37,0.63,0.0
1383,1327,50,0.0,0.03,0.97
1151,1832,50,0.0,0.97,0.03
147,482,50,0.0,0.01,0.99
213,654,50,0.0,0.01,0.99
195,901,50,0.0,0.02,0.98
1884,1132,50,0.0,0.58,0.42
1334,819,50,0.0,0.24,0.76
891,1310,50,0.0,1.0,0.0
1348,1981,50,0.07,0.02,0.92
1196,813,50,0.0,0.0,1.0
87,897,50,0.0,0.04,0.96
215,1447,50,0.0,0.0,1.0
1370,1902,50,0.89,0.02,0.08
94,767,50,0.0,0.0,1.0
101,965,50,0.0,0.01,0.99
1868,86,50,0.0,0.0,1.0
565,1499,50,1.0,0.0,0.0
1462,1302,50,0.0,0.03,0.97
152,1009,50,0.0,0.03,0.97
1692,1194,50,0.0,0.1,0.9
829,1223,50,0.0,1.0,0.0
356,126,50,0.0,0.01,0.99
1081,1052,50,0.0,0.57,0.43
335,1024,50,0.0,0.01,0.99
284,1426,50,0.0,0.01,0.99
876,595,50,0.0,0.04,0.96
835,1549,50,0.0,1.0,0.0
799,1125,50,0.0,0.59,0.41
1086,707,50,0.0,0.0,1.0
1202,1480,50,0.0,0.04,0.96
1649,1857,50,0.0,0.17,0.83
766,1960,50,0.0,0.02,0.98
970,149,50,0.0,1.0,0.0
1337,1808,50,0.98,0.02,0.0
1360,507,50,0.0,0.02,0.98
1763,905,50,0.0,0.01,0.99
1491,1217,50,0.0,0.03,0.97
1581,485,50,0.0,0.02,0.98
70,963,50,0.0,0.03,0.97
391,64,50,0.0,0.01,0.99
1624,1965,50,0.0,0.51,0.49
1178,1964,50,0.0,0.8,0.2
207,514,50,0.0,0.01,0.99
292,576,50,0.0,0.0,1.0
1825,1750,50,0.0,0.53,0.47
989,1135,50,0.0,0.89,0.11
772,206,50,0.0,0.48,0.52
800,1525,50,0.0,1.0,0.0
1840,417,50,0.0,0.49,0.51
1606,186,50,0.0,0.02,0.98
1252,1662,50,0.97,0.02,0.01
